Original Text,Translation,Paraphrase 1,Paraphrase 2
"Hurricane Ivan Devastates Grenada ST. GEORGE #39;S, Grenada Sept. 8, 2004 - Hurricane Ivan made a direct hit on Grenada, killing at least three people as it turned concrete homes into piles of rubble and hurled the island #39;s landmark red zinc roofs through the air.","El huracán Iván Devasta Grenada ST. GEORGE'S, Grenada 8 de septiembre de 2004 - El huracán Iván golpeó directamente a Grenada, matando al menos a tres personas mientras convertía las casas de concreto en montones de escombros y lanzaba los emblemáticos techos de zinc rojo de la isla por el aire.","1. On September 8, 2004, Grenada was severely hit by Hurricane Ivan, resulting in at least three fatalities. This direct hit turned the island's concrete houses into debris and cast its iconic red zinc roofs into the sky, exhibiting its destructive power in St. George's, Grenada. ","2. St. George's, Grenada witnessed the horrific devastation caused by Hurricane Ivan on September 8, 2004. The hurricane's brute force killed at least three individuals, transformed concrete residences into mere rubble, and catapulted the island's distinctive red zinc rooftops through the air."
"New Hope in the Fight Against Breast Cancer Mammograms have become a rite of passage for 40-year-old American women, and a compulsory exercise for those over 40. But as rote as those annual screenings might seem, there's nothing routine about a diagnosis of breast cancer.","Nueva Esperanza en la Lucha Contra el Cáncer de Mama. Las mamografías se han convertido en un rito de iniciación para las mujeres americanas de 40 años, y un ejercicio obligatorio para aquellas mayores de 40. Pero por rutinarias que puedan parecer esas revisiones anuales, no hay nada rutinario en un diagnóstico de cáncer de mama.","1. Mammograms, a familiar procedure for American women starting from the age of 40 and mandatory for those above 40, have taken on a significant role in combating breast cancer. Regardless of the routine nature of these annual check-ups, receiving a breast cancer diagnosis is always a notable event.","2. As American women cross the threshold of 40, they often start their journey of annual mammograms, becoming compulsory for those above 40, marking a new hope in battling breast cancer. Nevertheless, despite the regularity of these screenings, a breast cancer diagnosis is far from ordinary."
"Brand name isn #39;t always better _ at least when it comes to &lt;b&gt;...&lt;/b&gt; Chances are, if your employees are using Microsoft Corp. #39;s Internet Explorer to surf the Web or Outlook to check e-mail, your company is more exposed to viruses and spyware, some security experts say.","El nombre de la marca no siempre es mejor, al menos cuando se trata de <b>...<b/> Es probable que, si tus empleados están utilizando Internet Explorer de Microsoft Corp. para navegar por la web o Outlook para revisar el correo electrónico, tu empresa esté más expuesta a virus y spyware, según afirman algunos expertos en seguridad.","1. If your employees are utilising Microsoft Corp.'s Internet Explorer for web browsing or Outlook for email checking purposes, there's a high probability that your company is more vulnerable to viruses and spyware according to some security professionals. This suggests that a brand name doesn’t always provide the best security, at least when it comes to......","2. Security experts suggest that a company is more susceptible to viruses and spyware if its employees use Microsoft Corp.'s Internet Explorer for web surfing or Outlook for email management. This implies that well-known brands aren't always superior, particularly when it comes to....."
"Serena, Sharapova move into Beijing quarters Beijing, China (Sports Network) - Top-seeded American Serena Williams and Wimbledon winner Maria Sharapova of Russia both posted second-round wins Wednesday and moved into the quarterfinals at the inaugural \$585,000 China Open.","Serena, Sharapova avanzan a cuartos de final en Beijing, China (Red Deportiva) - La estadounidense Serena Williams, cabeza de serie, y la ganadora de Wimbledon, Maria Sharapova de Rusia, ambos lograron victorias en la segunda ronda el miércoles y avanzaron a los cuartos de final en el torneo inaugural de \$585,000 del Abierto de China.","1. (Sports Network, Beijing, China) - Serena Williams, America's top-seeded player, along with Russia's Maria Sharapova, who won at Wimbledon, both advanced to the quarterfinals of the inaugural China Open, which has a prize money of $585,000, following their victories in the second round on Wednesday.","2. Both the No.1 American seed, Serena Williams, and the champion of Wimbledon, Maria Sharapova from Russia, recorded second-round victories on Wednesday, progressing to the quarterfinals of the debut China Open in Beijing, a tournament with a prize pool of $585,000. (Sports Network, Beijing, China)"
"Kodak, IBM to make sensors for digital cameras ROCHESTER, NY Kodak and IBM have agreed to develop and make image sensors for digital cameras and camera phones. Jeff Couture of IBM says the information-technology giant is pursuing the partnership due to ","Kodak, IBM fabricarán sensores para cámaras digitales ROCHESTER, NY Kodak e IBM han acordado desarrollar y fabricar sensores de imagen para cámaras digitales y teléfonos con cámara. Jeff Couture de IBM dice que el gigante de la tecnología de la información está buscando la asociación debido a","1) ROCHESTER, NY - Kodak and IBM have decided to collaborate on the development and manufacture of image sensors for digital cameras and camera phones, according to Jeff Couture of IBM. He asserts that IBM has chosen to follow this partnership approach based on their ambitions. ","2) Jeff Couture of IBM, in ROCHESTER NY, revealed that IBM is seeking a collaboration with Kodak. The two companies are planning to produce and develop image sensors for digital cameras and camera phones."
Al-Qaida Magazine Appeals to Iraq Fighters (AP) AP - An online al-Qaida magazine is urging Sunni Muslim fighters in Iraq to join hands with Osama bin Laden to defeat its enemies.,Revista de Al-Qaida hace un llamado a los combatientes en Irak (AP) AP - Una revista en línea de al-Qaida está instando a los combatientes musulmanes sunitas en Irak a unir fuerzas con Osama bin Laden para derrotar a sus enemigos.,1) (AP) AP - Osama bin Laden is being urged by an online Al-Qaida magazine to join forces with Sunni Muslim warriors in Iraq with an aim to conquer their adversaries.,2) (AP) AP - An internet-based Al-Qaida publication is encouraging Sunni Muslim combatants in Iraq to collaborate with Osama bin Laden in order to vanquish their foes.
"China Rejects Powell Call for Dialogue with Taiwan China rejected on Wednesday Secretary of State Colin Powell #39;s call to resume dialogue with Taipei, saying Taiwan President Chen Shui-bian #39;s overtures ","China rechaza el llamado de Powell al diálogo con Taiwán. China rechazó el miércoles el llamado del Secretario de Estado Colin Powell a reanudar el diálogo con Taipei, diciendo que los acercamientos del Presidente de Taiwán, Chen Shui-bian,","1. On Wednesday, China dismissed Secretary of State Colin Powell's request to recommence dialogue with Taipei, asserting that Taiwan President Chen Shui-bian's advances are unacceptable. ","2. China has turned down a plea made by Secretary of State Colin Powell on Wednesday to restart dialogue with Taipei, responding to Taiwan President Chen Shui-bian's overtures negatively."
"Consumer Confidence Falls Again in Sept. US consumer confidence edged lower again in September after falling in August, as persistent worries about the job market weighed on sentiment, a report on Tuesday said.","La Confianza del Consumidor Cae Nuevamente en Septiembre. La confianza del consumidor en los EE.UU. disminuyó ligeramente de nuevo en septiembre después de haber caído en agosto, ya que las preocupaciones persistentes sobre el mercado laboral afectaron el sentimiento, según un informe del martes.","1. A report on Tuesday revealed that US consumer confidence experienced another decline in September following a drop in August, with enduring concerns about the job market dampening sentiment. ","2. Persistent concerns about the job market resulted in a further decrease in US consumer confidence in September, following a dip in August, according to a Tuesday report."
ICC Champions Trophy final today LONDON: England seeks to cap a successful summer with its first major one-day cricket tournament win when it faces the West Indies in the Champions Trophy final today at the Oval.,Final del Trofeo de Campeones de la ICC hoy LONDRES: Inglaterra busca culminar un verano exitoso con su primera gran victoria en un torneo de cricket de un día cuando se enfrente a las Indias Occidentales en la final del Trofeo de Campeones hoy en el Oval.,"1. LONDON: The Champions Trophy final is today, and England is hoping to conclude a triumphant summer season with a victory in their premier one-day cricket competition. They will compete against the West Indies at the Oval.","2. At the Oval today, England aims to wrap up a prosperous summer by achieving their first significant triumph in a one-day cricket tournament, the Champions Trophy final. They are set to go up against the West Indies in LONDON."
"GM, Struggling in Europe, Sets Big Job Cuts Europe has been a cold place for American carmakers these last few years. On Thursday, the General Motors Corporation made clear just how cold, announcing it ","GM, luchando en Europa, establece grandes recortes de empleos. Europa ha sido un lugar frío para los fabricantes de automóviles estadounidenses en los últimos años. El jueves, la Corporación General Motors dejó claro cuán frío, al anunciar que","1. Amidst challenges in Europe, General Motors Corporation announces substantial layoffs. The American carmaker illustrated the harsh climate endured by US auto manufacturers in Europe over recent years, announcing its targets on Thursday.","2. Encountering hardships in Europe, General Motors Corporation takes decisive action with massive job reductions. It unveiled on Thursday the severity of the situation, reflecting the recent years of difficulty for American carmakers in Europe."
"Digital Angel Renews Distribution Deal Digital Angel Corp., which makes implantable microchips used to track animals, said Thursday that it renewed a contract with a unit of Schering-Plough Corp. for exclusive distribution of its US pet-identification products. ","Digital Angel renueva acuerdo de distribución. Digital Angel Corp., que fabrica microchips implantables utilizados para rastrear animales, anunció el jueves que renovó un contrato con una unidad de Schering-Plough Corp. para la distribución exclusiva de sus productos de identificación de mascotas en Estados Unidos.","1. On Thursday, Digital Angel Corp., a manufacturer of implantable microchips for animal tracking, announced the renewal of an exclusive US pet-identification products distribution contract with a Schering-Plough Corp. subsidiary.",   
"SUPERWEBINAR: Cisco #39;s 40-Gig CRS-1- Light Reading Test Results Overview: This webinar will provide insight into the results of the first independent industry evaluation of Cisco #39;s 40-Gig core router, the Carrier Routing System (CRS-1).","SUPERWEBINAR: Cisco #39; 40-Gig CRS-1- Resumen de los resultados de las pruebas de Light Reading: Este webinar proporcionará una visión sobre los resultados de la primera evaluación independiente de la industria del router central de 40-Gig de Cisco, el Sistema de Enrutamiento de Operadores (CRS-1).","WEBINAR: Understanding the Results of Cisco's 40-Gig CRS-1 Light Reading Test - The webinar will shed light on the outcomes of the first industry-wide independent assessment of the 40-Gig core router, CRS-1 by Cisco.","EXCLUSIVE WEBINAR: Comprehensive Review of Cisco's CRS-1 40-Gig Core Router Light Reading Test Results - Join us to explore the results of the inaugural independent industry assessment of Cisco's CRS-1, a 40-Gig core router."
"McDonald #39;s taps Destiny #39;s Child Company names female pop trio new face of marketing campaign to expand appeal among kids, moms. LOS ANGELES (Reuters) - McDonald #39;s Corp.","McDonald #39; s designa a Destiny #39; s Child Company, nombrando al trío femenino de pop como la nueva cara de la campaña de marketing para ampliar el atractivo entre los niños y las madres. LOS ÁNGELES (Reuters) - Corp de McDonald #39; s.","1. In an endeavor to enhance their appeal among children and mothers, McDonald's Corporation engages Destiny's Child Company and appoints the famed female pop trio as the fresh representatives of their marketing campaign. (Reuters, Los Angeles)","2. McDonald's Corporation, in an effort to broaden their popularity among mothers and kids, appoints the renowned all-female pop group from Destiny's Child Company as the new ambassadors of their promotional campaign. LOS ANGELES (Reuters)"
"Sri Lanka should be easy pickings Modest mission accomplished against Zimbabwe, England are through to what is in effect a quarter-final against Sri Lanka at the Rose Bowl on Friday.","Sri Lanka debería ser presa fácil. Misión modesta cumplida contra Zimbabwe, Inglaterra ha avanzado a lo que en efecto es un cuarto de final contra Sri Lanka en el Rose Bowl el viernes.","1. After their modest achievement against Zimbabwe, England has advanced to something akin to a quarter-final against Sri Lanka at the Rose Bowl on Friday. It is expected that the match against Sri Lanka would be comparatively easy. ","2. Having successfully completed a modest assignment against Zimbabwe, England now moves towards what can be compared to a quarter-final against Sri Lanka, scheduled at the Rose Bowl on Friday. This game is predicted to be relatively easy for them."
"US tech execs more optimistic about spending: Study New York, August 31: US technology executives are increasingly optimistic about the business climate, although plans for increased technology spending remain modest, according to a study released on Monday.","Los ejecutivos de tecnología de EE.UU. cada vez más optimistas acerca del gasto: Estudio Nueva York, 31 de agosto: Los ejecutivos de tecnología de Estados Unidos están cada vez más optimistas acerca del clima de negocios, aunque los planes para aumentar el gasto en tecnología siguen siendo moderados, según un estudio publicado el lunes.","New York, August 31: A recent study released on Monday suggests that, despite their plans for technology expenditure remaining moderate, US technology executives are becoming more positive about the business landscape.","Monday's study reveals a growing optimism among US technology executives about the business climate, while their planned increase in technology expenses stays modest, New York, August 31."
"Tariff raises financial hopes for area shrimpers Carolinas fishermen and those in the shrimp industry hope tariffs on imported shrimp, passed Tuesday by the Commerce Department, will boost the prices local shrimpers get for their catch.","La tarifa aumenta las esperanzas financieras para los camarones de la zona. Los pescadores de las Carolinas y aquellos en la industria del camarón esperan que las tarifas sobre los camarones importados, aprobadas el martes por el Departamento de Comercio, aumenten los precios que los camarones locales obtienen por su captura.",1. Carolinas fishermen and those belonging to the shrimp industry are hoping for financial enhancement through tariffs on imported shrimp approved on Tuesday by the Commerce Department. They foresee this move could increase the rates local shrimpers receive for their harvest.,   
"Suicide blast toll rises, Afghan poll count near end An American woman and an Afghan girl died from wounds suffered in a Taliban suicide attack in a popular Kabul shopping street, US embassy and hospital officials said on Sunday.","El número de víctimas por explosión suicida aumenta, recuento de votos casi finalizado en Afganistán. Una mujer estadounidense y una niña afgana murieron a causa de las heridas sufridas en un ataque suicida de los Talibanes en una popular calle comercial de Kabul, informaron el domingo funcionarios de la embajada estadounidense y del hospital.","1. An American woman and an Afghan girl succumbed to their injuries on Sunday resulting from a Taliban suicide blast in a bustling shopping street in Kabul. The death count is rising as the Afghan poll tally nears completion, as confirmed by US embassy and hospital officials. ","2. US embassy and hospital officials revealed on Sunday that a suicide attack conducted by the Taliban in a widely-frequented shopping street in Kabul led to the deaths of an American woman and an Afghan girl. This news came as the tallying process for the Afghan polls drew close to its conclusion, escalating the overall death toll."
"Music industry asks Napster founder, former arch foe, for help LOS ANGELES: The recording industry has turned to its former arch-nemesis, the founder of online music file-swapping service Napster, to help it beat the piracy that it once accused him of spawning.","La industria musical pide ayuda al fundador de Napster, antiguo archienemigo, en LOS ÁNGELES: La industria discográfica ha recurrido a su antiguo archienemigo, el fundador del servicio de intercambio de archivos de música en línea Napster, para ayudarla a combatir la piratería de la que una vez lo acusó de generar.","LOS ANGELES: The creator of Napster, once regarded as the music industry's chief adversary, is now sought by the recording industry for assistance in combating the very piracy they previously accused him of instigating. ","The founder of Napster, previously labeled as the music industry's main rival, is now being approached by the recording industry in Los Angeles to assist in fighting the piracy they believed he once encouraged."
"Nigerian Govt Aims to Avert Strike  ABUJA (Reuters) - The Nigerian government agreed to cut  gasoline pump prices by 8 percent on Monday and called on  unions to call off an indefinite general strike over fuel due  to start on Tuesday, a top lawmaker said.","El Gobierno Nigeriano Busca Evitar la Huelga ABUJA (Reuters) - El gobierno nigeriano acordó reducir los precios de la gasolina en un 8 por ciento el lunes y llamó a los sindicatos a cancelar una huelga general indefinida por el combustible que se prevé comience el martes, dijo un alto legislador.","1. A prominent legislator stated that the Nigerian government, in a bid to prevent an indefinite general strike scheduled to start on Tuesday, consented on Monday to an 8 percent reduction in gasoline pump prices and urged the unions to halt their strike. ","2. To avoid the commencement of an indefinite general strike by unions on Tuesday, the Nigerian government took the step of reducing gasoline pump prices by 8 percent on Monday, according to a senior lawmaker. They also appealed to the unions to discontinue the planned strike."
"Bucs outrun Chiefs If every Sunday was Christmas and every defense had as many holes as the Kansas City Chiefs, the Tampa Bay Buccaneers would regularly be racking up five touchdowns, 418 total yards, 130 yards ","Los Bucs superan a los Chiefs. Si cada domingo fuera Navidad y cada defensa tuviera tantos huecos como los Kansas City Chiefs, los Tampa Bay Buccaneers estarían anotando regularmente cinco touchdowns, acumulando 418 yardas en total y 130 yardas.","1. If every Sunday resembled Christmas, and all defenses were as gap-riddled as the Kansas City Chiefs, the Tampa Bay Buccaneers would consistently accumulate five touchdowns, along with 418 total yards and 130 yards in their running games.","2. Should each Sunday equate to Christmas and all other defenses mirror the porousness of the Kansas City Chiefs, then Tampa Bay Buccaneers would unfailingly score five touchdowns and amass 418 total yards and 130 running yards on a regular basis."
"New Clot Preventer Saves Lives and Money By Ed Edelson, HealthDay Reporter    HealthDayNews -- A new anti-clotting drug for people having artery-opening procedures lowers the rate of complications, gets patients out of the hospital faster, and probably saves lives, a study finds.    And it saves money to boot, says Dr...","Nuevo Anticoagulante Salva Vidas y Dinero Por Ed Edelson, Reportero de HealthDay 

HealthDayNews -- Un nuevo fármaco anticoagulante para personas que se someten a procedimientos de apertura de arterias reduce la tasa de complicaciones, saca a los pacientes del hospital más rápido y probablemente salva vidas, según un estudio. 

Y de paso, también ahorra dinero, dice el Dr...","1. According to a study reported by Ed Edelson, HealthDay Reporter, a new anti-clotting drug has multiple benefits. The drug, which is used for artery-opening procedures, not only reduces the rate of complications but also shortens hospital stays, which likely improves survival rates. In addition, Dr... highlighted that the drug also brings about financial savings.","2. As per a study, a groundbreaking anti-clotting medication has been found to lower complications in patients undergoing artery-opening procedures, speeding up the discharge process, and potentially saving lives, reports Ed Edelson, a HealthDay Reporter. Dr... also points out that a side benefit is the cost savings associated with the medication."
"State police look for answers behind former NFL player #39;s death HERKIMER, NY -- State police said Friday they may never know what pushed a former NFL player to lead them on a dramatic highway chase ending with a fiery head-on crash that took his life.","La policía estatal busca respuestas tras la muerte del exjugador de la NFL número 39 en HERKIMER, NY -- La policía estatal dijo el viernes que puede que nunca sepan qué impulsó a un exjugador de la NFL a liderar una persecución dramática en la autopista que terminó con un choque frontal en llamas que le quitó la vida.","1. Herkimer, NY -- State police announced Friday that the reasons prompting a former NFL player to initiate an intense highway pursuit that culminated in a fatal head-on collision might forever remain a mystery. They're seeking to understand the circumstances surrounding his death.","2. In Herkimer, NY, authorities admitted on Friday that the motives of a past NFL athlete, who led them on a high-speed car chase before dying in a fiery crash, may continue to elude them. They are investigating the details surrounding the ex-player's tragic demise."
"Burst.com Claims Microsoft Destroyed Evidence Top managers at Microsoft told employees to destroy evidence contained in old e-mail during 2000, even as the company faced several antitrust lawsuits at the time, court documents filed by Burst.","Burst.com Acusa a Microsoft de Destruir Pruebas. Los altos directivos de Microsoft ordenaron a los empleados destruir pruebas contenidas en correos electrónicos antiguos durante el año 2000, incluso cuando la compañía enfrentaba varias demandas antimonopolio en ese momento, según documentos judiciales presentados por Burst.","1. Court documents filed by Burst.com allege that Microsoft's top executives instructed their staff to get rid of evidence in old emails in 2000, at a time when the company was embroiled in numerous antitrust cases.","2. During 2000, amidst a number of antitrust lawsuits against Microsoft, the company's high-ranking officials allegedly directed workers to eliminate evidence stored in old emails, according to court filings by Burst.com."
"Thaksin to meet Malaysian, Indonesian leaders about Muslim unrest VIENTIANE (AFP): Thailand #39;s prime minister will meet the leaders of Malaysia and Indonesia on Sunday to explain his refusal to allow a major summit here to broach Muslim unrest in his country, an official said.","Thaksin se reunirá con los líderes de Malasia e Indonesia acerca de la inquietud musulmana VIENTIANE (AFP): El primer ministro de Tailandia se reunirá con los líderes de Malasia e Indonesia el domingo para explicar su negativa a permitir que se aborde la inquietud musulmana en su país en una cumbre importante aquí, dijo un funcionario.","1. VIENTIANE (AFP): An official has revealed that Thailand's prime minister is scheduled to meet with Malaysian and Indonesian leaders this Sunday, where he will clarify his refusal to discuss the Muslim unrest in his country at a major summit. ","2. VIENTIANE (AFP): On Sunday, the Prime Minister of Thailand is expected to meet with his Malaysian and Indonesian counterparts, where he will elucidate his decision not to delve into the issue of Muslim unrest in his country during a major summit, according to an official statement."
"Abbas promises to coordinate with Syria A top-level Palestinian delegation yesterday promised Syria #39;s leader that it would coordinate with the country in future peace negotiations with Israel, but stopped short ","Abbas promete coordinar con Siria Un alto nivel de la delegación palestina prometió ayer al líder de Siria que se coordinaría con el país en futuras negociaciones de paz con Israel, pero se quedó corto","1. A high-ranking Palestinian delegation, while limiting their commitment, vowed to collaborate with Syria during future peace talks with Israel, as promised by Abbas yesterday.",   
"UnitedHealth to Buy Definity Health UnitedHealth Group Inc. (UNH.N: Quote, Profile, Research) on Monday said it would buy Definity Health Corp. for \$300 million, as the No.","UnitedHealth comprará Definity Health. UnitedHealth Group Inc. (UNH.N: Cotización, Perfil, Investigación) dijo el lunes que comprará Definity Health Corp. por 300 millones de dólares, posicionándose como el número uno.","1. On Monday, UnitedHealth Group Inc. announced their plans to acquire Definity Health Corp. for $300 million, making its mark as the No.","2. Definity Health Corp. is set to be bought by UnitedHealth Group Inc. for $300 million, as announced by the latter on Monday, solidifying their position as the No."
"MLB: Cincinnati 6, Chicago Cubs 5 Wily Mo Pena hit two home runs Saturday to give the Cincinnati Reds a 6-5 victory over the Chicago Cubs. D #39;Angelo Jimenez also homered for the Reds, who snapped a three-game losing streak.","MLB: Cincinnati 6, Chicago Cubs 5 Wily Mo Pena bateó dos jonrones el sábado para darle a los Cincinnati Reds una victoria de 6-5 sobre los Chicago Cubs. D#39;Angelo Jiménez también bateó un jonrón para los Reds, quienes rompieron una racha de tres derrotas consecutivas.","1. On Saturday, Wily Mo Pena contributed two home runs leading to the Cincinnati Reds' 6-5 win against the Chicago Cubs, ending the Reds' three-game downfall in MLB. D'Angelo Jimenez added to this achievement by also hitting a home run for the Reds.","2. In the MLB, Cincinnati Reds achieved a 6-5 win over Chicago Cubs, thanks to Wily Mo Pena's two home runs last Saturday. The victory marked the end of the Reds' three-game losing run, which was further highlighted by a home run from D'Angelo Jimenez."
Dollar gains after G-7 meetingCurrency market awaits US payrolls &lt;b&gt;...&lt;/b&gt; CHICAGO (CBS.MW) - The dollar moved higher Monday in the wake of little new policy direction from a weekend meeting of finance ministers and central bankers from the world #39;s economic powers.,El dólar se fortalece después de la reunión del G-7. El mercado de divisas espera las nóminas de pago de EE. UU. <b>...</b> CHICAGO (CBS.MW) - El dólar se fortaleció el lunes a raíz de la escasa nueva dirección política de una reunión de fin de semana de ministros de finanzas y banqueros centrales de las principales potencias económicas del mundo.,"1. After the G-7 meeting, the dollar surges, with the currency market eagerly waiting for US payrolls. The Monday saw a rise in the dollar, with not much new policy direction emerging from a weekend gathering of finance ministers and central bankers from the globe's economic powerhouses (CHICAGO, CBS.MW).","2. The dollar experienced a boost following a G-7 meeting, as the currency market anticipated US payrolls. Despite a lack of new policy guidance from a weekend convention of global economic leaders, comprising of finance ministers and central bankers, the dollar still managed to escalate on Monday (CHICAGO, CBS.MW)."
Stocks drop as wholesale prices surge A huge jump in wholesale prices sent stocks falling yesterday as investors worried that rising oil prices were taking a toll on the overall economy.,"Las acciones caen a medida que los precios al por mayor se disparan. Un enorme aumento en los precios al por mayor provocó una caída en las acciones ayer, ya que los inversores estaban preocupados de que el aumento de los precios del petróleo estuviera afectando a la economía en general.","1. A significant increase in wholesale prices yesterday caused a decline in stocks, with investors expressing concern that the escalating oil prices might be negatively impacting the overall economy. ","2. Yesterday, following a significant surge in wholesale prices, the stocks took a dive as the climbing oil prices fuelled investor concerns regarding possible detrimental effects on the broader economy."
Somalis vie to be new president Twenty-eight candidates are approved to contest next week's elections to be Somalia's new leader.,Los somalíes compiten para ser el nuevo presidente. Veintiocho candidatos han sido aprobados para participar en las elecciones de la próxima semana para ser el nuevo líder de Somalia.,"1. Twenty-eight candidates, all Somalis, are set to compete in the upcoming election next week for the position of the new president.","2. For the position of Somalia's new leader next week, twenty-eight approved candidates are competing in the election."
"OMX has no interest in buying London Stock Exchange FRANKFURT (AFP) - OMX -- the European stock market group made up of the Stockholm, Helsinki and Baltic stock exchanges -- does not intend to get into in a bidding war with Deutsche Boerse for the London Stock Exchange, OMX #39;s president designate said in a ","OMX no tiene interés en comprar la Bolsa de Londres FRANKFURT (AFP) - OMX, el grupo de mercados bursátiles europeos compuesto por las bolsas de Estocolmo, Helsinki y Bálticas, no tiene intención de entrar en una guerra de ofertas con Deutsche Boerse por la Bolsa de Londres, dijo el presidente designado de OMX en una","1. The European stock market group, OMX - which includes the Stockholm, Helsinki, and Baltic stock exchanges - has no plans to engage in a bidding contest with Deutsche Boerse over the London Stock Exchange, according to OMX's incoming president.","2. OMX's president-elect announced that the European stock market consortium, OMX (comprising the Stockholm, Helsinki, and Baltic stock exchanges) won't participate in a bidding war with Deutsche Boerse for ownership of the London Stock Exchange."
"Benign inflation lifts bonds Consumer prices remain in line, boosting bond prices; dollar flat vs. euro, down against yen. NEW YORK (Reuters) - US Treasury prices rose slightly Thursday after a key economic report pointed to tame inflation ","La inflación benigna eleva los bonos. Los precios al consumidor se mantienen en línea, impulsando los precios de los bonos; el dólar se mantiene estable frente al euro, pero baja contra el yen. NUEVA YORK (Reuters) - Los precios de los bonos del Tesoro de EE.UU. subieron ligeramente el jueves después de que un informe económico clave indicara una inflación moderada.","1. After a key financial report indicated mild inflation, US Treasury prices experienced a minor increase on Thursday. This benign inflation which keeps consumer prices stable, boosts bond prices, while causing the dollar to remain stable against the euro and decline against the yen.",  
"Gold Cup all Perfect Drift The wheel has made a full revolution, and Perfect Drift is back in the Hawthorne Gold Cup. He runs like one of the best horses in the country, and has earned more than a half-million ","Copa de Oro todo Perfect Drift La rueda ha completado una revolución completa, y Perfect Drift está de vuelta en la Copa de Oro de Hawthorne. Corre como uno de los mejores caballos del país, y ha ganado más de medio millón.","1. Perfect Drift, one of the country's finest horses who has earned more than a half-million, has made a full cycle and returned to the Hawthorne Gold Cup. His performance exemplifies perfection.",   
"Blast hits Pakistani mosque ISLAMABAD, PAKISTAN - A suicide attacker detonated a bomb at a Shia mosque in the eastern Pakistani city of Lahore Sunday, killing at least four people.","Una explosión golpea la mezquita paquistaní ISLAMABAD, PAKISTÁN - Un atacante suicida detonó una bomba en una mezquita chiíta en la ciudad oriental paquistaní de Lahore el domingo, matando al menos a cuatro personas.","1. In Lahore, an eastern city in Pakistan, a suicide bomber triggered an explosion at a Shia mosque on Sunday, resulting in at least four fatalities.","2. At least four individuals lost their lives in Lahore, a city in eastern Pakistan, when a suicide bomber set off a blast in a Shia mosque on Sunday."
"Israel kills Islamic Jihad leader in Gaza strike withdrawal of troops and settlers from occupied Gaza next year. Militants seek to claim any pullout as a victory.  quot;Islamic Jihad will not be broken by this martyrdom, quot; said Khaled al-Batsh, a senior political leader in Gaza.","Israel asesina al líder de la Yihad Islámica en un ataque en Gaza, retirada de tropas y colonos del Gaza ocupado el próximo año. Los militantes buscan reclamar cualquier retirada como una victoria. ""La Yihad Islámica no se quebrará con este martirio"", dijo Khaled al-Batsh, un líder político senior en Gaza.","1. Islamic Jihad's leader in Gaza was killed by Israel in a strike; there's potential they will withdraw troops and settlers from Gaza, which is currently occupied, next year. Militants are intending to label any potential pullout as their triumph. ""Islamic Jihad will not be weakened by this martyrdom,"" Khaled al-Batsh, a top political figure in Gaza voiced.","2. Khaled al-Batsh, an influential political leader in Gaza, mentioned, ""The martyrdom will not deflate Islamic Jihad,"" following the killing of Gaza's Islamic Jihad leader by Israel. The Israelites are considering the withdrawal of their troops and settlers from the presently occupied Gaza next year. Militants are on the lookout to brand any such withdrawal as a victory symbol."
Watchdog takes on rogue diallers Eleven firms are barred as part of action against scams which left dial-up net users with big bills.,El organismo de vigilancia se enfrenta a marcadores automáticos deshonestos. Once empresas son bloqueadas como parte de una acción contra estafas que dejaron a los usuarios de internet por marcación con facturas altas.,"1. In an attempt to counter scams leaving dial-up internet users with substantial bills, the watchdog has taken action against rogue diallers, barring eleven firms. ","2. Rogue diallers are being addressed by the watchdog, with eleven firms prohibited in action against scams causing large bills for dial-up internet users."
"Air Force Contract Has Windfall Potential Eight government contractors are readying to vie for specific task orders to update the Air Force's communication systems under an umbrella contract worth up to \$9B.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;","El Contrato de la Fuerza Aérea tiene un Potencial de Beneficios Inesperados. Ocho contratistas gubernamentales están preparándose para competir por órdenes de trabajo específicas para actualizar los sistemas de comunicación de la Fuerza Aérea bajo un contrato paraguas que vale hasta $9B. &lt;br&gt;&lt;FONT face=""verdana, MS Sans Serif, arial, helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;
","1. Eight government contractors are preparing to compete for specific task orders to upgrade the Air Force's communication systems, under a contract, potentially worth up to $9B, which is proving to be a windfall. - The Washington Post","2. A prospective windfall Air Force contract avail, as eight government contractors gear up to compete for particular task orders, with the aim to modernize the Air Force's communication system. This umbrella contract could fetch up to $9B. - The Washington Post"
